Property_type;Property_city;Property_location;Bedrooms;Bathrooms;Parking_space;Floor_size;Estate Agent;Property_price
2 Bedroom Apartment;Pretoria;Montana;2;1;1;43 m²;Just Sell Properties - North East;7250
1 Bedroom Apartment;Pretoria;Brooklyn;1;1;1;126 m²;Newberry Property Group;12000
2 Bedroom Apartment;Pretoria;Olympus AH;2;2;1;85 m²;RE/MAX Property Merchants - Pretoria East, Mooikloof;13900
2 Bedroom Apartment;Pretoria;Olympus AH;2;2;2;63 m²;Plus Group Properties;12320
2 Bedroom Apartment;Pretoria;Montana;2;1;1;43 m²;Just Sell Properties - North East;8000
3 Bedroom Apartment;Pretoria;Montana;3;2;1;75 m²;Just Sell Properties - North East;10500
Apartment;Pretoria;Annlin;2;1;2;110 m²;Just Sell Properties - North East;5200
2 Bedroom Apartment;Pretoria;Waverley;2;2;1;79 m²;Mountain Estates;10250
2 Bedroom Apartment;Pretoria;Olympus AH;1;2;1;56 m²;Keen On Properties;14500
1 Bedroom Apartment;Pretoria;Brooklyn;1;1;2;58 m²;Newberry Property Group;12000
1 Bedroom Apartment;Pretoria;Weavind Park;2;1;1;1 m²;RE/MAX Property Merchants - Pretoria East, Mooikloof;5500
2 Bedroom Apartment;Pretoria;Menlyn;2;2;1;;Just Sell Properties - North East;13500
2 Bedroom Apartment;Pretoria;Montana;2;2;2;;IGrow Rentals;8700
2 Bedroom Apartment;Pretoria;Shere;1;2;;;MS Properties;8500
1 Bedroom Apartment;Pretoria;Blyde Riverwalk Estate;1;1;;;RE/MAX Property Merchants - Pretoria East, Mooikloof;8000
1 Bedroom Apartment;Pretoria;Blyde Riverwalk Estate;2;1;;;Just Property Montana;8900
Apartment;Pretoria;Arcadia;;1;;;RM Properties;4410
2 Bedroom Apartment;Pretoria;Silverton;;1.5;;;;6600
1 Bedroom Apartment;Pretoria;Blyde Riverwalk Estate;1;1;1;37 m²;IGrow Rentals;11500
2 Bedroom Apartment;Pretoria;Montana;2;2;1;67 m²;Just Sell Properties - North East;8800
2 Bedroom Apartment;Pretoria;Montana;2;2;2;55 m²;Just Sell Properties - North East;7300
2 Bedroom Apartment;Pretoria;Montana;2;1;1;45 m²;Magda Lourens Properties;7200
1 Bedroom Apartment;Pretoria;Erasmus Park;1;1;1;120 m²;Dunamis Properties;8600
2 Bedroom Apartment;Pretoria;Willow Park Manor;2;1;1;120 m²;Just Property Pretoria North;8500
2 Bedroom Apartment;Pretoria;Dorandia;2;1;1;60 m²;Urbanvest;6900
Apartment;Pretoria;Arcadia;0.5;1;2;60 m²;Mountain Estates;7103
0.5 Bedroom Apartment;Pretoria;Rietfontein;2;1;2;60 m²;Just Sell Properties - North East;4150
2 Bedroom Apartment;Pretoria;Annlin;3;1;1;103 m²;Just Sell Properties - North East;6800
3 Bedroom Apartment;Pretoria;Nieuw Muckleneuk;3;2.5;1;100 m²;Just Sell Properties - North East;20800
3 Bedroom Apartment;Pretoria;Nieuw Muckleneuk;2;2.5;1;70 m²;Plus Group Properties;20800
2 Bedroom Apartment;Pretoria;Sinoville;2;2;2;82 m²;Plus Group Properties;10400
2 Bedroom Apartment;Pretoria;Sinoville;2;2;1;58 m²;Plus Group Properties;10600
2 Bedroom Apartment;Pretoria;Sinoville;2;2;2;;Real Estate Services;10400
2 Bedroom Apartment;Pretoria;Menlyn;2;2;2;;iQ Real Estate;40000
2 Bedroom Apartment;Pretoria;Annlin;2;2;1;;Cornerstone Management;8900
2 Bedroom Apartment;Pretoria;Montana;1;2;;;Pretor Property Management (Pty) Ltd;8500
1 Bedroom Apartment;Pretoria;Rietondale;3;1;;;;7385
3 Bedroom Apartment;Pretoria;Greencreek Lifestyle Estate;2;2;;;;12000
2 Bedroom Apartment;Pretoria;Hatfield;;1;;;;7800
3 Bedroom Apartment;Pretoria;Lynnwood Glen;3;2;2;123 m²;Pretor Property Management (Pty) Ltd;11950
1 Bedroom Apartment;Pretoria;Mooikloof Manor;1;1;1;46 m²;Keller Williams Action;8500
3 Bedroom Apartment;Pretoria;Annlin;3;1;1;60 m²;Landsdowne Investment Properties;8690
1 Bedroom Apartment;Pretoria;Blyde Riverwalk Estate;1;1;1;76 m²;IGrow Rentals;10000
2 Bedroom Apartment;Pretoria;Lynnwood Glen;2;2;2;32 m²;TwentyONE Properties;12750
1 Bedroom Apartment;Pretoria;Silver Lakes Golf Estate;1;1;1;72 m²;Landsdowne Investment Properties;10000
2 Bedroom Apartment;Pretoria;Willow Park Manor;2;2;1;60 m²;Realty 1 Pretoria New East;12500
2 Bedroom Apartment;Pretoria;Hatfield;2;1;1;40 m²;RE/MAX Infoglobe - Constantia Park;10000
1 Bedroom Apartment;Pretoria;Blyde Riverwalk Estate;1;1;1;102 m²;Primo Properties;10000
1 Bedroom Apartment;Pretoria;Montana Tuine;1;1;1;87 m²;RE/MAX Property Merchants - Pretoria East, Mooikloof;9632
2 Bedroom Apartment;Pretoria;Willow Park Manor;2;2;2;25 m²;MidCity;10980
2 Bedroom Apartment;Pretoria;Nieuw Muckleneuk;2;2;2;50 m²;Rize Property Professionals;21500
2 Bedroom Apartment;Pretoria;Waterkloof;2;2;2;70 m²;Pam Golding Properties - Pretoria Rentals;9600
3 Bedroom Apartment;Pretoria;Blyde Riverwalk Estate;3;2;2;100 m²;Mountain Estates;25000
2 Bedroom Apartment;Pretoria;Sunnyside;2;1;1;;RE/MAX Property Merchants - Pretoria East, Mooikloof;9000
1 Bedroom Apartment;Pretoria;Waterkloof;1;1;1;;Just Sell Properties - North East;6000
1 Bedroom Apartment;Pretoria;Die Wilgers;1;1;1;;;7200
2 Bedroom Apartment;Pretoria;Silver Lakes Golf Estate;2;3;1;;;35000
2 Bedroom Apartment;Pretoria;Montana;2;1;2;;;9600
3 Bedroom Apartment;Pretoria;Blyde Riverwalk Estate;3;2;2;;;18500
2 Bedroom Apartment;Pretoria;Montana;2;2;;;;8500
2 Bedroom Apartment;Pretoria;Waterkloof Park;2;2;2;78 m²;RE/MAX Infoglobe - Constantia Park;17000
1 Bedroom Apartment;Pretoria;Blyde Riverwalk Estate;1;1;1;60 m²;Just Sell Properties - North East;13000
3 Bedroom Apartment;Pretoria;Waterkloof;3;2.5;2;47 m²;Just Sell Properties - North East;20800
2 Bedroom Apartment;Pretoria;Pretoria North;2;2;1;63 m²;Keller Williams Action;6800
2 Bedroom Apartment;Pretoria;The Hills Game Reserve Estate;2;2;1;77 m²;RealNet Pretoria North;11500
1 Bedroom Apartment;Pretoria;Wonderboom South;1;1;1;79 m²;Mandated;5500
2 Bedroom Apartment;Pretoria;Brooklyn;2;2;2;56 m²;Just Property Pretoria North;15500
1.5 Bedroom Apartment;Pretoria;Pretoria North;1.5;1;1;68 m²;OR Properties;6700
2 Bedroom Apartment;Pretoria;Sunnyside;2;1;1;91 m²;RE/MAX Town and Country Hatfield;6500
1.5 Bedroom Apartment;Pretoria;Gezina;1.5;1;1;79 m²;Just Sell Properties - North East;4500
2 Bedroom Apartment;Pretoria;Brooklyn;2;2;1;79 m²;Just Sell Properties - North East;12000
2 Bedroom Apartment;Pretoria;Montana;2;1;1;;Just Sell Properties - North East;7200
2 Bedroom Apartment;Pretoria;Montana;2;1;1;;CSi Property Group;6900
2 Bedroom Apartment;Pretoria;Olympus AH;2;1;1;;RE/MAX Capital;7800
1 Bedroom Apartment;Pretoria;Elarduspark;1;1;1;;Blue Knight Estates;7500
2 Bedroom Apartment;Pretoria;Queenswood;2;1.5;1;;Just Sell Properties - North East;8000
2 Bedroom Apartment;Pretoria;Brooklyn;2;2;1;;Huurkor Hatfield;12000
2 Bedroom Apartment;Pretoria;Hatfield;2;1;1;;RE/MAX Infoglobe - Constantia Park;8000
2 Bedroom Apartment;Pretoria;Brooklyn;2;2;1;;Just Sell Properties - North East;12000
2 Bedroom Apartment;Pretoria;Brooklyn;2;2;1;;Leapfrog Group;12000
2 Bedroom Apartment;Pretoria;Leisure Bay Estate;2;1;1;;;16500
2 Bedroom Apartment;Pretoria;Six Fountains Residential Estate;2;2;2;87 m²;iQ Real Estate;13500
1 Bedroom Apartment;Pretoria;Annlin;1;1;1;84 m²;Blue Knight Estates;3700
2 Bedroom Apartment;Pretoria;Equestria;2;1;2;30 m²;Preferental Platform;8470
1 Bedroom Apartment;Pretoria;Eloffsdal;1;1;1;52 m²;Renmor Eiendomme;3840
1 Bedroom Apartment;Pretoria;Equestria;1;1;1;60 m²;Fine & Country - Pretoria;9500
2 Bedroom Apartment;Pretoria;Garsfontein;2;2;1;77 m²;OR Properties;7560
2 Bedroom Apartment;Pretoria;Erasmuskloof;2;1;1;29 m²;AFHCO Holdings (Pty) Ltd Johannesburg;11000
2 Bedroom Apartment;Pretoria;Sunnyside;2;2;1;68 m²;Just Sell Properties - North East;6500
0.5 Bedroom Apartment;Pretoria;Philip Nel Park;0.5;1;2;85 m²;Mirinda Opperman Realtors;5100
2 Bedroom Apartment;Pretoria;Annlin;2;1;2;106 m²;Pam Golding Properties - Pretoria Rentals;7300
2 Bedroom Apartment;Pretoria;Hatfield;2;2;1;29 m²;AFHCO Holdings (Pty) Ltd Johannesburg;9800
2 Bedroom Apartment;Pretoria;Blyde Riverwalk Estate;2;2;2;83 m²;RealNet RainMaker;11500
0.5 Bedroom Apartment;Pretoria;Philip Nel Park;0.5;1;1;60 m²;Harprop Real Estate;5100
2 Bedroom Apartment;Pretoria;Brooklyn;2;2;2;65 m²;Just Sell Properties - North East;13500
3 Bedroom Apartment;Pretoria;Faerie Glen;3;2;1;76 m²;Margie Pienaar Eiendomme;9300
3 Bedroom Apartment;Pretoria;Elarduspark;3;2;2;41 m²;Plus Group Properties;9850
2 Bedroom Apartment;Pretoria;Waterkloof Ridge;2;2;1;;Just Sell Properties - North East;11900
2 Bedroom Apartment;Pretoria;Montana;2;2;1;;;8600
2 Bedroom Apartment;Pretoria;Queenswood;2;2;1;;;7400
Apartment;Pretoria;Greencreek Lifestyle Estate;2;1;;;;8000
2 Bedroom Apartment;Pretoria;Montana;;1;;;;7250
3 Bedroom Apartment;Pretoria;Menlyn;3;2;1;111 m²;RealNet RainMaker;14500
2 Bedroom Apartment;Pretoria;Meyerspark;2;1;1;101 m²;Vanguard Properties;10900
2 Bedroom Apartment;Pretoria;Doornpoort;2;1;1;131 m²;Just Sell Properties - North East;6400
3 Bedroom Apartment;Pretoria;Annlin;3;2;2;47 m²;Just Sell Properties - North East;9400
2 Bedroom Apartment;Pretoria;Silver Lakes;2;2;1;116 m²;RE/MAX Capital;8800
3 Bedroom Apartment;Pretoria;Lynnwood;3;2;2;78 m²;Real Estate Services;22000
1 Bedroom Apartment;Pretoria;East Lynne;1;1;1;70 m²;First Property Trust;4465
3 Bedroom Apartment;Pretoria;Sinoville;3;1.5;2;40 m²;Just Sell Properties - North East;7500
1 Bedroom Apartment;Pretoria;Pretoria North;1;1;1;50 m²;Just Property Pretoria North;5100
2 Bedroom Apartment;Pretoria;Moregloed;2;1;1;84 m²;Vanguard Properties;8500
1 Bedroom Apartment;Pretoria;Willow Park Manor;1;1;3;60 m²;IGrow Rentals;8500
2 Bedroom Apartment;Pretoria;Menlo Park;2;2;1;50 m²;Mandated;19500
2 Bedroom Apartment;Pretoria;Waterkloof Marina Retirement Estate;2;1;1;;CSi Property Group;14500
2 Bedroom Apartment;Pretoria;Montana Tuine;2;1;1;;Mountain Estates;9500
1 Bedroom Apartment;Pretoria;Blyde Riverwalk Estate;1;1;3;;Waterfall Property Investment;8500
1 Bedroom Apartment;Pretoria;Blyde Riverwalk Estate;1;1;1;;RE/MAX Infoglobe - Constantia Park;7200
1 Bedroom Apartment;Pretoria;Brooklyn;1;1;1;;EXP South Africa;8990
2 Bedroom Apartment;Pretoria;Moreleta Park;2;1;1;;RE/MAX Property Merchants - Pretoria East, Mooikloof;9500
2 Bedroom Apartment;Pretoria;Annlin;2;2;;;Plus Group Properties;8400
1 Bedroom Apartment;Pretoria;Brooklyn;1;1;;;EXP South Africa;8990
1 Bedroom Apartment;Pretoria;Blyde Riverwalk Estate;1;1;;;Mabu Properties;8500
2 Bedroom Apartment;Pretoria;Montana;2;1;2;114 m²;RE/MAX Town and Country Hatfield;10200
1 Bedroom Apartment;Pretoria;Capital Park;1;1;1;106 m²;Seeff Pretoria East;5800
Apartment;Pretoria;Pretoria West;3;2;2;77 m²;RE/MAX Jacaranda - Faerie Glen;1850
3 Bedroom Apartment;Pretoria;Blyde Riverwalk Estate;3;2;1;18 m²;IGrow Rentals;16500
3 Bedroom Apartment;Pretoria;Willow Park Manor;3;1;2;48 m²;RE/MAX Property Merchants - Pretoria East, Mooikloof;17000
3 Bedroom Apartment;Pretoria;Arcadia;2;1;2;40 m²;More SA Properties;10500
2 Bedroom Apartment;Pretoria;Hatfield;2;1;1;60 m²;Just Sell Properties - North East;4800
2 Bedroom Apartment;Pretoria;Montana;2;1;1;45 m²;Seeff Pretoria East;7100
2 Bedroom Apartment;Pretoria;Lynnwood;0.5;1;1;120 m²;Mountain Estates;10000
0.5 Bedroom Apartment;Pretoria;Villieria;2;1;1;85 m²;Just Sell Properties - North East;4375
2 Bedroom Apartment;Pretoria;Montana;1;1;1;60 m²;Urbanvest;7100
Apartment;Pretoria;Pretoria Central;0.5;1;1;;Only Realty Halbe;3553
1 Bedroom Apartment;Pretoria;Blyde Riverwalk Estate;2;1;1;;Trafalgar Property Management - Pretoria;8300
0.5 Bedroom Apartment;Pretoria;Sunnyside;2;1;1;;RE/MAX Capital;3200
2 Bedroom Apartment;Pretoria;Roodeplaat;0.5;1;2;;CSi Property Group;8300
2 Bedroom Apartment;Pretoria;Dorandia;3;2.5;1;;Just Sell Properties - North East;7200
0.5 Bedroom Apartment;Pretoria;Annlin-Wes;0.5;1;2;;Huurkor (Pty) LTD - Sunnyside;5200
3 Bedroom Apartment;Pretoria;Brooklyn;2;2;1;;Plus Group Properties;28000
0.5 Bedroom Apartment;Pretoria;Pretoria West;2;2;;;Plus Group Properties;3699
2 Bedroom Apartment;Pretoria;Olympus AH;;;;;;12320
2 Bedroom Apartment;Pretoria;Sinoville;;;;;;10400
2 Bedroom Apartment;Pretoria;Sinoville;2;2;1;60 m²;Plus Group Properties;10400
1 Bedroom Apartment;Pretoria;Menlyn;1;1;1;42 m²;LuxLiv Property Group;25000
2 Bedroom Apartment;Pretoria;Blyde Riverwalk Estate;2;2;2;74 m²;RE/MAX Infoglobe - Constantia Park;11235
1 Bedroom Apartment;Pretoria;Baileys Muckleneuk;1;2;1;40 m²;RE/MAX Town and Country Hatfield;7000
2 Bedroom Apartment;Pretoria;Sunnyside;2;1;1;40 m²;Real Dignified Properties;3000
1 Bedroom Apartment;Pretoria;Andeon AH;1;1;1;75 m²;RE/MAX Town and Country Hatfield;5800
2 Bedroom Apartment;Pretoria;Sunnyside;2;1;1;66 m²;Just Sell Properties - North East;3000
2 Bedroom Apartment;Pretoria;Wonderboom South;2;1;1;56 m²;RE/MAX Capital;7950
2 Bedroom Apartment;Pretoria;Moregloed;2;1;1;56 m²;RE/MAX Jacaranda - Faerie Glen;8400
1 Bedroom Apartment;Pretoria;Blyde Riverwalk Estate;1;1;1;45 m²;CSi Property Group;9500
2 Bedroom Apartment;Pretoria;Lynnwood;2;1;2;74 m²;Home Seekers;10800
1 Bedroom Apartment;Pretoria;Elarduspark;1;1;1;;RE/MAX Jacaranda - Faerie Glen;7500
2 Bedroom Apartment;Pretoria;La Montagne;2;1;1;;Just Sell Properties - North East;8500
2 Bedroom Apartment;Pretoria;Olympus AH;2;1;1;;Mabu Properties;9500
2 Bedroom Apartment;Pretoria;Olympus AH;2;1;1;;RE/MAX Property Merchants - Pretoria East, Mooikloof;8000
1 Bedroom Apartment;Pretoria;Waterkloof;1;1;1;;;8990
1 Bedroom Apartment;Pretoria;Garsfontein;1;1;2;;;7000
2 Bedroom Apartment;Pretoria;Waverley;2;1;;;;8400
2 Bedroom Apartment;Pretoria;Zwartkoppies;2;1;;;;9000
2 Bedroom Apartment;Pretoria;Blyde Riverwalk Estate;2;2;;;;17000
1 Bedroom Apartment;Pretoria;Willow Acres Ext 9;1;1;;;;6000
2 Bedroom Apartment;Pretoria;Mountain View;2;1;1;50 m²;RE/MAX Infoglobe - Constantia Park;6000
1 Bedroom Apartment;Pretoria;Waterkloof Marina Retirement Estate;1;1;2;73 m²;CSi Property Group;9600
2 Bedroom Apartment;Pretoria;The Hills Game Reserve Estate;2;2;2;103 m²;RE/MAX Property Merchants - Pretoria East, Mooikloof;11500
2 Bedroom Apartment;Pretoria;Menlyn;2;2;2;55 m²;RE/MAX Infoglobe - Constantia Park;45000
2 Bedroom Apartment;Pretoria;Rietvalleirand;2;2;1;41 m²;Nest Seekers;13500
1 Bedroom Apartment;Pretoria;Pretoria North;1;1;1;64 m²;Just Imagine Properties;5500
2 Bedroom Apartment;Pretoria;Montana;2;2;2;85 m²;VD5 Properties;12300
3 Bedroom Apartment;Pretoria;Blyde Riverwalk Estate;3;2;1;103 m²;EXP South Africa;20000
3 Bedroom Apartment;Pretoria;Gezina;3;1.5;1;1 m²;Evolate Real Estate;8000
1 Bedroom Apartment;Pretoria;Magalieskruin;1;1;1;;Plus Group Properties;5500
1 Bedroom Apartment;Pretoria;Groenkloof;1;1;1;;RE/MAX Property Merchants - Pretoria East, Mooikloof;10990
1 Bedroom Apartment;Pretoria;Greencreek Lifestyle Estate;1;1;1;;Huurkor Hatfield;7990
2 Bedroom Apartment;Pretoria;Olympus AH;2;1;1;;Gilt Edge Homes;8800
2 Bedroom Apartment;Pretoria;Montana;2;2;2;;RE/MAX Infoglobe - Constantia Park;12500
1 Bedroom Apartment;Pretoria;Hatfield;1;1;2;;Rapid Rentals;5800
1 Bedroom Apartment;Pretoria;Equestria;1;1;1;;Mountain Estates;9700
2 Bedroom Apartment;Pretoria;Olympus AH;2;1;;;;8800
2 Bedroom Apartment;Pretoria;Rietvalleirand;2;2;;;;13500
1 Bedroom Apartment;Pretoria;Blyde Riverwalk Estate;1;1;;;;11500
0.5 Bedroom Apartment;Pretoria;Gezina;0.5;1;;;;3200
0.5 Bedroom Apartment;Pretoria;Menlo Park;0.5;1;;;;10250
2 Bedroom Apartment;Pretoria;Sinoville;2;1;2;60 m²;RE/MAX Capital - Montana;8500
2 Bedroom Apartment;Pretoria;Sinoville;2;2;2;72 m²;iQ Real Estate;10600
1 Bedroom Apartment;Pretoria;Montana;1;1;1;67 m²;RE/MAX Jacaranda - Faerie Glen;6000
1 Bedroom Apartment;Pretoria;Garsfontein;1;1;1;67 m²;Just Property Montana;6500
1 Bedroom Apartment;Pretoria;Zwartkoppies;1;1;1;80 m²;Mirinda Opperman Realtors;12000
1 Bedroom Apartment;Pretoria;Arcadia;1;1;2;69 m²;City Property;6810
2 Bedroom Apartment;Pretoria;Hatfield;2;2;1;;City Property;10000
1 Bedroom Apartment;Pretoria;Pretoria Central;1;1;2;;City Property;5500
1 Bedroom Apartment;Pretoria;Pretoria Central;1;1;1;;TwentyONE Properties;5650
1 Bedroom Apartment;Pretoria;Pretoria Central;1;1;1;;Just Sell Properties - North East;5250
Apartment;Pretoria;Zwartkoppies;0.5;1;2;;TwentyONE Properties;9000
0.5 Bedroom Apartment;Pretoria;Wonderboom;1;1;2;;Sotheby's International Realty - Pretoria East;5200
Apartment;Pretoria;Zwartkoppies;2;2;2;;Just Sell Properties - North East;9000
1 Bedroom Apartment;Pretoria;Silver Lakes Golf Estate;2;1;1;;RE/MAX Infoglobe - Constantia Park;16000
2 Bedroom Apartment;Pretoria;Sinoville;3;2;1;;Damtol Real Estate;10600
2 Bedroom Apartment;Pretoria;Mooikloof Ridge;2;2;1;;Harmony Homes;8500
3 Bedroom Apartment;Pretoria;Blyde Riverwalk Estate;1;1;2;;Trafalgar Property Management - Pretoria;17000
2 Bedroom Apartment;Pretoria;Silver Lakes Golf Estate;2;1;;;City Property;20000
1 Bedroom Apartment;Pretoria;Rietfontein SH;1;1;;;;4000
2 Bedroom Apartment;Pretoria;Sunnyside;;;;;;6000
1 Bedroom Apartment;Pretoria;Pretoria Central;;;;;;5150
5 Bedroom Apartment;Pretoria;Sunnyside;5;1;2;58 m²;Just Sell Properties - North East;1499
3 Bedroom Apartment;Pretoria;Montana;3;2;1;116 m²;Real Estate Services;8000
1 Bedroom Apartment;Pretoria;Willow Park Manor;1;1;1;105 m²;Tyson Properties Pretoria New East;12000
1 Bedroom Apartment;Pretoria;Montana Tuine;1;1;1;80 m²;Just Sell Properties - North East;6500
2 Bedroom Apartment;Pretoria;Roodeplaat;2;2;1;99 m²;Just Sell Properties - North East;9500
2 Bedroom Apartment;Pretoria;Roodeplaat;2;1;1;95 m²;Pretor Property Management (Pty) Ltd;10500
0.5 Bedroom Apartment;Pretoria;Riviera;0.5;1;1;30 m²;Homelink Properties;4000
2 Bedroom Apartment;Pretoria;Nieuw Muckleneuk;2;2;2;105 m²;RE/MAX Infoglobe - Constantia Park;16500
3 Bedroom Apartment;Pretoria;Shere;3;2;1;67 m²;RE/MAX Property Merchants - Pretoria East, Mooikloof;9500
3 Bedroom Apartment;Pretoria;Greencreek Lifestyle Estate;3;2;2;;RCM Letting;12500
Apartment;Pretoria;Menlyn;2;1;1;;Home Seekers;25000
2 Bedroom Apartment;Pretoria;Olympus AH;2;2;2;;Keller Williams Edge;16000
2 Bedroom Apartment;Pretoria;Menlo Park;1;2;2;;RE/MAX Infoglobe - Constantia Park;20000
1 Bedroom Apartment;Pretoria;Hatfield;1;1;1;;Tyson Properties Pretoria New East;6900
1 Bedroom Apartment;Pretoria;Montana Tuine;2;1;1;;Seeff Pretoria East;6500
2 Bedroom Apartment;Pretoria;Brooklyn;1;2;2;;Be Prop;16500
1 Bedroom Apartment;Pretoria;Menlo Park;2;1;1;;Mountain Estates;10500
2 Bedroom Apartment;Pretoria;Wonderboom South;3;1;2;;RE/MAX Infoglobe - Constantia Park;8400
3 Bedroom Apartment;Pretoria;Shere;2;2;2;;Mirinda Opperman Realtors;9500
2 Bedroom Apartment;Pretoria;Hatfield;1;2;;;City Property;10500
1 Bedroom Apartment;Pretoria;Pretoria Central;;1;;;;5400
0.5 Bedroom Apartment;Pretoria;Hatfield;0.5;1;1;30 m²;Just Property Montana;5000
1.5 Bedroom Apartment;Pretoria;Arcadia;1.5;1;1;78 m²;RE/MAX Capital;6810
2 Bedroom Apartment;Pretoria;Elarduspark;2;1;2;92 m²;RE/MAX Infoglobe - Centurion;9500
2 Bedroom Apartment;Pretoria;Menlyn;2;2;1;59 m²;Plus Group Properties;20500
2 Bedroom Apartment;Pretoria;Nieuw Muckleneuk;2;2;1;84 m²;Tyson Properties Pretoria New East;9500
3 Bedroom Apartment;Pretoria;Arcadia;3;2;1;92 m²;Apple Property Connection;3500
2 Bedroom Apartment;Pretoria;Moreleta Park;2;1;2;60 m²;RE/MAX Infoglobe - Centurion;7800
2 Bedroom Apartment;Pretoria;Menlyn;2;2;1;138 m²;MS Properties;20500
1 Bedroom Apartment;Pretoria;Wonderboom;1;1;1;58 m²;IAM Prop Hub;8500
1 Bedroom Apartment;Pretoria;Blyde Riverwalk Estate;1;1;2;100 m²;Just Sell Properties - North East;13000
1 Bedroom Apartment;Pretoria;Lynnwood;1;1;2;75 m²;Pam Golding Properties - Pretoria Rentals;6500
3 Bedroom Apartment;Pretoria;Equestria;3;2;2;;Reliable Realty;14500
2 Bedroom Apartment;Pretoria;Montana;2;2;1;;Zikhethele;8500
2 Bedroom Apartment;Pretoria;Menlo Park;2;2;2;;RE/MAX Property Merchants - Pretoria East, Mooikloof;17000
10 Bedroom Apartment;Pretoria;Brooklyn;10;6;1;;Chas Everitt Pretoria;4100
2 Bedroom Apartment;Pretoria;Blyde Riverwalk Estate;2;2;2;;Mirinda Opperman Realtors;16000
Apartment;Pretoria;Mamelodi East;1;1;2;;City Property;1300
1 Bedroom Apartment;Pretoria;Blyde Riverwalk Estate;2;2;2;;;11000
2 Bedroom Apartment;Pretoria;Baileys Muckleneuk;3;3;;;;25500
3 Bedroom Apartment;Pretoria;Hatfield;1;1;;;;13500
1 Bedroom Apartment;Pretoria;Pretoria Central;;;;;;5350
Apartment;Pretoria;Rietfontein;3;1;1;105 m²;Wolhuter Attorney, Rentals and Realtor’s;3990
3 Bedroom Apartment;Pretoria;Blyde Riverwalk Estate;2;2;2;90 m²;RE/MAX Property Merchants - Pretoria East, Mooikloof;20000
2 Bedroom Apartment;Pretoria;Brooklyn;1;2;2;85 m²;RE/MAX Infoglobe - Constantia Park;16500
1 Bedroom Apartment;Pretoria;Brooklyn;2;1;2;58 m²;Leapfrog Group;9000
2 Bedroom Apartment;Pretoria;Olympus AH;0.5;1;2;69 m²;Plus Group Properties;10175
Apartment;Pretoria;Mamelodi East;1;1;1;119 m²;Zikhethele;1400
0.5 Bedroom Apartment;Pretoria;Annlin;3;1;1;55 m²;Just Sell Properties - North East;5200
1 Bedroom Apartment;Pretoria;Blyde Riverwalk Estate;1;2;2;60 m²;Rawson Properties Equestria;11000
3 Bedroom Apartment;Pretoria;Shere;3;1;2;67 m²;Rawson Properties Equestria;10500
1 Bedroom Apartment;Pretoria;Hillcrest;1;2.5;2;74 m²;RE/MAX Jowic;6500
3 Bedroom Apartment;Pretoria;Baileys Muckleneuk;2;1;1;;Smile Property Group;28650
1 Bedroom Apartment;Pretoria;Mooikloof;1;1;2;;More SA Properties;7500
2 Bedroom Apartment;Pretoria;Newlands;3;1;1;;Trafalgar Property Management - Pretoria;12700
1 Bedroom Apartment;Pretoria;Lynnwood Glen;2;1;1;;Plus Group Properties;7800
3 Bedroom Apartment;Pretoria;Sunnyside;1;2;1;;Pretoria Properties Sales / Rentals;6600
2 Bedroom Apartment;Pretoria;Sinoville;2;1;2;;RE/MAX Capital - Montana;10400
1 Bedroom Apartment;Pretoria;Newlands;1;1.5;2;;Just Sell Properties - North East;7900
2 Bedroom Apartment;Pretoria;Rietfontein;2;1;;;Ambassador Letting;6500
1 Bedroom Apartment;Pretoria;Hillcrest;1;1;;;;6500
2 Bedroom Apartment;Pretoria;Annlin-Wes;;1;;;;7300
1 Bedroom Apartment;Pretoria;Silver Lakes Golf Estate;;;;;;13000
1 Bedroom Apartment;Pretoria;Riviera;1;1;1;86 m²;Head Up Properties;5650
2 Bedroom Apartment;Pretoria;Montana Tuine;2;1;1;64 m²;Tyson Properties Pretoria New East;8000
